Epoch,Unfiltered,Training Loss,Consistency,Epoch Time,Test Loss,Validation Loss
epoch:  23 , unfiltered:  1.11e-02 , train loss:  4.56e-03 , consistency:  1.000001e+00 , epoch_time =  0.6611979007720947 , test loss:  7.32e-03 , validation loss:  7.67e-03\
epoch:  24 , unfiltered:  1.11e-02 , train loss:  4.54e-03 , consistency:  9.999968e-01 , epoch_time =  0.6590802669525146 , test loss:  7.14e-03 , validation loss:  7.46e-03  ***\
epoch:  25 , unfiltered:  1.11e-02 , train loss:  4.36e-03 , consistency:  9.999993e-01 , epoch_time =  0.6374304294586182 , test loss:  7.36e-03 , validation loss:  7.71e-03\
epoch:  26 , unfiltered:  1.11e-02 , train loss:  4.27e-03 , consistency:  1.000012e+00 , epoch_time =  0.6432859897613525 , test loss:  7.20e-03 , validation loss:  7.46e-03  ***\
epoch:  27 , unfiltered:  1.11e-02 , train loss:  4.13e-03 , consistency:  9.999993e-01 , epoch_time =  0.8834309577941895 , test loss:  6.94e-03 , validation loss:  7.45e-03  ***\
epoch:  28 , unfiltered:  1.11e-02 , train loss:  3.98e-03 , consistency:  1.000012e+00 , epoch_time =  0.6600089073181152 , test loss:  7.08e-03 , validation loss:  7.48e-03\
epoch:  29 , unfiltered:  1.11e-02 , train loss:  3.94e-03 , consistency:  9.999875e-01 , epoch_time =  0.7873337268829346 , test loss:  6.79e-03 , validation loss:  7.37e-03  ***\
epoch:  30 , unfiltered:  1.11e-02 , train loss:  3.88e-03 , consistency:  1.000003e+00 , epoch_time =  0.9742600917816162 , test loss:  6.88e-03 , validation loss:  7.35e-03  ***\
epoch:  31 , unfiltered:  1.11e-02 , train loss:  3.95e-03 , consistency:  9.999899e-01 , epoch_time =  0.6645164489746094 , test loss:  6.92e-03 , validation loss:  7.31e-03  ***\
epoch:  32 , unfiltered:  1.11e-02 , train loss:  4.20e-03 , consistency:  1.000003e+00 , epoch_time =  0.6326582431793213 , test loss:  6.83e-03 , validation loss:  7.41e-03\
epoch:  33 , unfiltered:  1.11e-02 , train loss:  3.94e-03 , consistency:  1.000010e+00 , epoch_time =  0.9417293071746826 , test loss:  6.54e-03 , validation loss:  6.95e-03  ***\
epoch:  34 , unfiltered:  1.11e-02 , train loss:  3.96e-03 , consistency:  1.000010e+00 , epoch_time =  0.9088852405548096 , test loss:  6.51e-03 , validation loss:  7.06e-03\
epoch:  35 , unfiltered:  1.11e-02 , train loss:  3.77e-03 , consistency:  9.999974e-01 , epoch_time =  0.6821868419647217 , test loss:  6.97e-03 , validation loss:  7.34e-03\
epoch:  36 , unfiltered:  1.11e-02 , train loss:  3.68e-03 , consistency:  1.000003e+00 , epoch_time =  0.6264870166778564 , test loss:  6.59e-03 , validation loss:  7.07e-03\
epoch:  37 , unfiltered:  1.11e-02 , train loss:  3.58e-03 , consistency:  1.000003e+00 , epoch_time =  0.6278104782104492 , test loss:  6.55e-03 , validation loss:  7.08e-03\
epoch:  38 , unfiltered:  1.11e-02 , train loss:  3.55e-03 , consistency:  1.000000e+00 , epoch_time =  0.6739933490753174 , test loss:  6.46e-03 , validation loss:  7.04e-03\
epoch:  39 , unfiltered:  1.11e-02 , train loss:  3.46e-03 , consistency:  1.000010e+00 , epoch_time =  0.638427734375 , test loss:  6.56e-03 , validation loss:  7.09e-03\
epoch:  40 , unfiltered:  1.11e-02 , train loss:  3.48e-03 , consistency:  9.999904e-01 , epoch_time =  0.6239485740661621 , test loss:  6.48e-03 , validation loss:  7.09e-03\
epoch:  41 , unfiltered:  1.11e-02 , train loss:  3.49e-03 , consistency:  9.999624e-01 , epoch_time =  0.6376509666442871 , test loss:  6.65e-03 , validation loss:  7.22e-03\
epoch:  42 , unfiltered:  1.11e-02 , train loss:  3.43e-03 , consistency:  9.999998e-01 , epoch_time =  0.6326215267181396 , test loss:  6.88e-03 , validation loss:  7.30e-03\
epoch:  43 , unfiltered:  1.11e-02 , train loss:  3.43e-03 , consistency:  1.000012e+00 , epoch_time =  0.6445353031158447 , test loss:  6.41e-03 , validation loss:  6.93e-03  ***\
epoch:  44 , unfiltered:  1.11e-02 , train loss:  3.35e-03 , consistency:  1.000010e+00 , epoch_time =  0.8945837020874023 , test loss:  6.21e-03 , validation loss:  6.96e-03\
epoch:  45 , unfiltered:  1.11e-02 , train loss:  3.30e-03 , consistency:  1.000003e+00 , epoch_time =  0.7044031620025635 , test loss:  6.90e-03 , validation loss:  7.35e-03\
epoch:  46 , unfiltered:  1.11e-02 , train loss:  3.28e-03 , consistency:  1.000003e+00 , epoch_time =  0.6228835582733154 , test loss:  6.24e-03 , validation loss:  6.90e-03  ***\
epoch:  47 , unfiltered:  1.11e-02 , train loss:  3.24e-03 , consistency:  9.999993e-01 , epoch_time =  0.9272499084472656 , test loss:  6.39e-03 , validation loss:  7.09e-03\
epoch:  48 , unfiltered:  1.11e-02 , train loss:  3.29e-03 , consistency:  9.999970e-01 , epoch_time =  0.6375846862792969 , test loss:  6.17e-03 , validation loss:  6.96e-03\
epoch:  49 , unfiltered:  1.11e-02 , train loss:  3.18e-03 , consistency:  1.000001e+00 , epoch_time =  0.6316494941711426 , test loss:  6.16e-03 , validation loss:  7.00e-03\
epoch:  50 , unfiltered:  1.11e-02 , train loss:  3.18e-03 , consistency:  9.999999e-01 , epoch_time =  0.6405031681060791 , test loss:  6.96e-03 , validation loss:  7.43e-03\
epoch:  51 , unfiltered:  1.11e-02 , train loss:  3.22e-03 , consistency:  9.999974e-01 , epoch_time =  0.629025936126709 , test loss:  6.45e-03 , validation loss:  7.05e-03\
epoch:  52 , unfiltered:  1.11e-02 , train loss:  3.20e-03 , consistency:  1.000001e+00 , epoch_time =  0.7493281364440918 , test loss:  6.52e-03 , validation loss:  7.08e-03\
epoch:  53 , unfiltered:  1.11e-02 , train loss:  3.18e-03 , consistency:  1.000003e+00 , epoch_time =  0.9109187126159668 , test loss:  6.41e-03 , validation loss:  7.07e-03\
epoch:  54 , unfiltered:  1.11e-02 , train loss:  3.12e-03 , consistency:  9.999905e-01 , epoch_time =  0.8464884757995605 , test loss:  5.98e-03 , validation loss:  6.92e-03\
epoch:  55 , unfiltered:  1.11e-02 , train loss:  3.06e-03 , consistency:  9.999968e-01 , epoch_time =  0.6466865539550781 , test loss:  6.50e-03 , validation loss:  7.10e-03\
epoch:  56 , unfiltered:  1.11e-02 , train loss:  3.03e-03 , consistency:  9.999875e-01 , epoch_time =  0.6561136245727539 , test loss:  5.93e-03 , validation loss:  6.85e-03  ***\
epoch:  57 , unfiltered:  1.11e-02 , train loss:  3.00e-03 , consistency:  1.000009e+00 , epoch_time =  0.6773152351379395 , test loss:  6.30e-03 , validation loss:  6.95e-03\
epoch:  58 , unfiltered:  1.11e-02 , train loss:  3.00e-03 , consistency:  9.999899e-01 , epoch_time =  0.6333162784576416 , test loss:  6.14e-03 , validation loss:  7.01e-03\
epoch:  59 , unfiltered:  1.11e-02 , train loss:  3.21e-03 , consistency:  1.000000e+00 , epoch_time =  0.6393775939941406 , test loss:  6.57e-03 , validation loss:  7.17e-03\
epoch:  60 , unfiltered:  1.11e-02 , train loss:  3.09e-03 , consistency:  9.999875e-01 , epoch_time =  0.61846923828125 , test loss:  6.53e-03 , validation loss:  7.03e-03\
epoch:  61 , unfiltered:  1.11e-02 , train loss:  3.24e-03 , consistency:  1.000013e+00 , epoch_time =  0.6233127117156982 , test loss:  6.13e-03 , validation loss:  7.13e-03\
epoch:  62 , unfiltered:  1.11e-02 , train loss:  3.24e-03 , consistency:  9.999898e-01 , epoch_time =  0.8244080543518066 , test loss:  6.38e-03 , validation loss:  6.99e-03\
epoch:  63 , unfiltered:  1.11e-02 , train loss:  3.26e-03 , consistency:  9.999968e-01 , epoch_time =  0.9399220943450928 , test loss:  6.73e-03 , validation loss:  7.40e-03\
epoch:  64 , unfiltered:  1.11e-02 , train loss:  3.41e-03 , consistency:  1.000010e+00 , epoch_time =  0.739882230758667 , test loss:  6.84e-03 , validation loss:  7.46e-03\
epoch:  65 , unfiltered:  1.11e-02 , train loss:  3.19e-03 , consistency:  9.999905e-01 , epoch_time =  0.6272070407867432 , test loss:  6.27e-03 , validation loss:  6.78e-03  ***\
epoch:  66 , unfiltered:  1.11e-02 , train loss:  3.21e-03 , consistency:  9.999970e-01 , epoch_time =  0.6597747802734375 , test loss:  6.40e-03 , validation loss:  7.27e-03\
epoch:  67 , unfiltered:  1.11e-02 , train loss:  3.13e-03 , consistency:  9.999898e-01 , epoch_time =  0.6318149566650391 , test loss:  6.54e-03 , validation loss:  7.19e-03\
epoch:  68 , unfiltered:  1.11e-02 , train loss:  3.02e-03 , consistency:  9.999904e-01 , epoch_time =  0.6335563659667969 , test loss:  6.85e-03 , validation loss:  7.34e-03\
epoch:  69 , unfiltered:  1.11e-02 , train loss:  3.06e-03 , consistency:  9.999974e-01 , epoch_time =  0.6315817832946777 , test loss:  5.80e-03 , validation loss:  6.82e-03\
epoch:  70 , unfiltered:  1.11e-02 , train loss:  3.07e-03 , consistency:  1.000010e+00 , epoch_time =  0.627331018447876 , test loss:  6.28e-03 , validation loss:  6.87e-03\
epoch:  71 , unfiltered:  1.11e-02 , train loss:  2.92e-03 , consistency:  9.999999e-01 , epoch_time =  0.6404740810394287 , test loss:  6.24e-03 , validation loss:  6.88e-03\
epoch:  72 , unfiltered:  1.11e-02 , train loss:  2.86e-03 , consistency:  1.000001e+00 , epoch_time =  0.925182580947876 , test loss:  6.43e-03 , validation loss:  7.08e-03\
epoch:  73 , unfiltered:  1.11e-02 , train loss:  2.88e-03 , consistency:  1.000003e+00 , epoch_time =  0.962209939956665 , test loss:  5.90e-03 , validation loss:  6.73e-03  ***\
epoch:  74 , unfiltered:  1.11e-02 , train loss:  2.83e-03 , consistency:  1.000002e+00 , epoch_time =  0.6428279876708984 , test loss:  6.31e-03 , validation loss:  6.98e-03\
epoch:  75 , unfiltered:  1.11e-02 , train loss:  2.79e-03 , consistency:  1.000000e+00 , epoch_time =  0.6286115646362305 , test loss:  5.92e-03 , validation loss:  6.84e-03\
epoch:  76 , unfiltered:  1.11e-02 , train loss:  2.83e-03 , consistency:  1.000003e+00 , epoch_time =  0.6211757659912109 , test loss:  6.51e-03 , validation loss:  7.14e-03\
epoch:  77 , unfiltered:  1.11e-02 , train loss:  2.86e-03 , consistency:  1.000009e+00 , epoch_time =  0.6540966033935547 , test loss:  6.34e-03 , validation loss:  6.99e-03\
epoch:  78 , unfiltered:  1.11e-02 , train loss:  2.90e-03 , consistency:  1.000001e+00 , epoch_time =  0.6272110939025879 , test loss:  5.93e-03 , validation loss:  6.89e-03\
epoch:  79 , unfiltered:  1.11e-02 , train loss:  2.93e-03 , consistency:  1.000012e+00 , epoch_time =  0.6295111179351807 , test loss:  5.89e-03 , validation loss:  6.65e-03  ***\
epoch:  80 , unfiltered:  1.11e-02 , train loss:  2.88e-03 , consistency:  9.999905e-01 , epoch_time =  0.6336588859558105 , test loss:  6.17e-03 , validation loss:  6.88e-03\
epoch:  81 , unfiltered:  1.11e-02 , train loss:  2.86e-03 , consistency:  9.999976e-01 , epoch_time =  0.9059829711914062 , test loss:  5.99e-03 , validation loss:  6.82e-03\
epoch:  82 , unfiltered:  1.11e-02 , train loss:  2.93e-03 , consistency:  1.000003e+00 , epoch_time =  0.9413371086120605 , test loss:  5.93e-03 , validation loss:  6.65e-03  ***\
epoch:  83 , unfiltered:  1.11e-02 , train loss:  2.84e-03 , consistency:  1.000010e+00 , epoch_time =  0.6454164981842041 , test loss:  6.39e-03 , validation loss:  7.17e-03\
epoch:  84 , unfiltered:  1.11e-02 , train loss:  2.82e-03 , consistency:  9.999999e-01 , epoch_time =  0.6106216907501221 , test loss:  5.83e-03 , validation loss:  6.62e-03  ***\
epoch:  85 , unfiltered:  1.11e-02 , train loss:  2.78e-03 , consistency:  9.999877e-01 , epoch_time =  0.6065349578857422 , test loss:  6.41e-03 , validation loss:  7.07e-03\
epoch:  86 , unfiltered:  1.11e-02 , train loss:  2.76e-03 , consistency:  9.999906e-01 , epoch_time =  0.6058495044708252 , test loss:  6.23e-03 , validation loss:  6.93e-03\
epoch:  87 , unfiltered:  1.11e-02 , train loss:  2.84e-03 , consistency:  1.000010e+00 , epoch_time =  0.6330525875091553 , test loss:  6.33e-03 , validation loss:  7.09e-03\
epoch:  88 , unfiltered:  1.11e-02 , train loss:  2.74e-03 , consistency:  9.999877e-01 , epoch_time =  0.6231889724731445 , test loss:  5.95e-03 , validation loss:  6.71e-03\
epoch:  89 , unfiltered:  1.11e-02 , train loss:  2.73e-03 , consistency:  9.999974e-01 , epoch_time =  0.615142822265625 , test loss:  6.31e-03 , validation loss:  7.07e-03\
epoch:  90 , unfiltered:  1.11e-02 , train loss:  2.75e-03 , consistency:  1.000002e+00 , epoch_time =  0.7052428722381592 , test loss:  6.01e-03 , validation loss:  6.80e-03\
epoch:  91 , unfiltered:  1.11e-02 , train loss:  2.77e-03 , consistency:  9.999968e-01 , epoch_time =  0.8644177913665771 , test loss:  5.75e-03 , validation loss:  6.77e-03\
epoch:  92 , unfiltered:  1.11e-02 , train loss:  2.77e-03 , consistency:  1.000003e+00 , epoch_time =  0.8899755477905273 , test loss:  6.44e-03 , validation loss:  7.05e-03\
epoch:  93 , unfiltered:  1.11e-02 , train loss:  2.73e-03 , consistency:  1.000010e+00 , epoch_time =  0.613760232925415 , test loss:  6.32e-03 , validation loss:  6.96e-03\
epoch:  94 , unfiltered:  1.11e-02 , train loss:  2.68e-03 , consistency:  1.000009e+00 , epoch_time =  0.6079411506652832 , test loss:  6.00e-03 , validation loss:  6.81e-03\
epoch:  95 , unfiltered:  1.11e-02 , train loss:  2.77e-03 , consistency:  1.000038e+00 , epoch_time =  0.6107378005981445 , test loss:  5.69e-03 , validation loss:  6.63e-03\
epoch:  96 , unfiltered:  1.11e-02 , train loss:  2.75e-03 , consistency:  1.000010e+00 , epoch_time =  0.6065359115600586 , test loss:  6.70e-03 , validation loss:  7.29e-03\
epoch:  97 , unfiltered:  1.11e-02 , train loss:  2.73e-03 , consistency:  9.999899e-01 , epoch_time =  0.6267552375793457 , test loss:  6.08e-03 , validation loss:  6.83e-03\
epoch:  98 , unfiltered:  1.11e-02 , train loss:  2.69e-03 , consistency:  9.999968e-01 , epoch_time =  0.6378593444824219 , test loss:  5.92e-03 , validation loss:  6.82e-03\
epoch:  99 , unfiltered:  1.11e-02 , train loss:  2.75e-03 , consistency:  1.000000e+00 , epoch_time =  0.6341111660003662 , test loss:  6.11e-03 , validation loss:  6.81e-03\
epoch:  100 , unfiltered:  1.11e-02 , train loss:  2.63e-03 , consistency:  9.999998e-01 , epoch_time =  0.6403958797454834 , test loss:  5.94e-03 , validation loss:  6.73e-03\
epoch:  101 , unfiltered:  1.11e-02 , train loss:  2.82e-03 , consistency:  9.999898e-01 , epoch_time =  0.9118697643280029 , test loss:  6.32e-03 , validation loss:  7.41e-03\
epoch:  102 , unfiltered:  1.11e-02 , train loss:  2.93e-03 , consistency:  1.000001e+00 , epoch_time =  0.9256978034973145 , test loss:  5.96e-03 , validation loss:  6.75e-03\
epoch:  103 , unfiltered:  1.11e-02 , train loss:  2.73e-03 , consistency:  9.999899e-01 , epoch_time =  0.6627881526947021 , test loss:  6.11e-03 , validation loss:  6.72e-03\
epoch:  104 , unfiltered:  1.11e-02 , train loss:  2.73e-03 , consistency:  9.999883e-01 , epoch_time =  0.6242151260375977 , test loss:  6.21e-03 , validation loss:  6.93e-03\
epoch:  105 , unfiltered:  1.11e-02 , train loss:  2.71e-03 , consistency:  1.000009e+00 , epoch_time =  0.6099576950073242 , test loss:  6.26e-03 , validation loss:  6.99e-03\
epoch:  106 , unfiltered:  1.11e-02 , train loss:  2.68e-03 , consistency:  1.000003e+00 , epoch_time =  0.6079943180084229 , test loss:  5.93e-03 , validation loss:  6.78e-03\
epoch:  107 , unfiltered:  1.11e-02 , train loss:  2.64e-03 , consistency:  1.000003e+00 , epoch_time =  0.590266227722168 , test loss:  5.76e-03 , validation loss:  6.58e-03  ***\
epoch:  108 , unfiltered:  1.11e-02 , train loss:  2.64e-03 , consistency:  9.999875e-01 , epoch_time =  0.6358060836791992 , test loss:  6.83e-03 , validation loss:  7.24e-03\
epoch:  109 , unfiltered:  1.11e-02 , train loss:  2.66e-03 , consistency:  9.999994e-01 , epoch_time =  0.6369426250457764 , test loss:  6.16e-03 , validation loss:  6.90e-03\
epoch:  110 , unfiltered:  1.11e-02 , train loss:  2.67e-03 , consistency:  1.000003e+00 , epoch_time =  0.632169246673584 , test loss:  6.15e-03 , validation loss:  6.88e-03\
epoch:  111 , unfiltered:  1.11e-02 , train loss:  2.78e-03 , consistency:  9.999976e-01 , epoch_time =  0.7520451545715332 , test loss:  6.25e-03 , validation loss:  6.96e-03\
epoch:  112 , unfiltered:  1.11e-02 , train loss:  2.80e-03 , consistency:  9.999624e-01 , epoch_time =  0.8858520984649658 , test loss:  5.73e-03 , validation loss:  6.71e-03\
epoch:  113 , unfiltered:  1.11e-02 , train loss:  2.79e-03 , consistency:  9.999898e-01 , epoch_time =  0.7844839096069336 , test loss:  6.88e-03 , validation loss:  7.34e-03\
epoch:  114 , unfiltered:  1.11e-02 , train loss:  2.64e-03 , consistency:  9.999904e-01 , epoch_time =  0.6370012760162354 , test loss:  5.67e-03 , validation loss:  6.51e-03  ***\
epoch:  115 , unfiltered:  1.11e-02 , train loss:  2.65e-03 , consistency:  1.000000e+00 , epoch_time =  0.6365149021148682 , test loss:  6.34e-03 , validation loss:  7.12e-03\
epoch:  116 , unfiltered:  1.11e-02 , train loss:  2.65e-03 , consistency:  1.000010e+00 , epoch_time =  0.6043457984924316 , test loss:  5.94e-03 , validation loss:  6.64e-03\
epoch:  117 , unfiltered:  1.11e-02 , train loss:  2.60e-03 , consistency:  1.000012e+00 , epoch_time =  0.6262781620025635 , test loss:  6.25e-03 , validation loss:  6.78e-03\
epoch:  118 , unfiltered:  1.11e-02 , train loss:  2.57e-03 , consistency:  9.999974e-01 , epoch_time =  0.6296741962432861 , test loss:  5.99e-03 , validation loss:  6.79e-03\
epoch:  119 , unfiltered:  1.11e-02 , train loss:  2.56e-03 , consistency:  1.000003e+00 , epoch_time =  0.6215145587921143 , test loss:  5.97e-03 , validation loss:  6.70e-03\
epoch:  120 , unfiltered:  1.11e-02 , train loss:  2.55e-03 , consistency:  1.000010e+00 , epoch_time =  0.6163995265960693 , test loss:  6.20e-03 , validation loss:  6.91e-03\
epoch:  121 , unfiltered:  1.11e-02 , train loss:  2.54e-03 , consistency:  9.999968e-01 , epoch_time =  0.8978011608123779 , test loss:  5.85e-03 , validation loss:  6.66e-03\
epoch:  122 , unfiltered:  1.11e-02 , train loss:  2.54e-03 , consistency:  1.000010e+00 , epoch_time =  0.9186294078826904 , test loss:  6.28e-03 , validation loss:  6.93e-03\
epoch:  123 , unfiltered:  1.11e-02 , train loss:  2.51e-03 , consistency:  1.000012e+00 , epoch_time =  0.6343445777893066 , test loss:  6.12e-03 , validation loss:  6.92e-03\
epoch:  124 , unfiltered:  1.11e-02 , train loss:  2.52e-03 , consistency:  1.000010e+00 , epoch_time =  0.5952701568603516 , test loss:  6.04e-03 , validation loss:  6.71e-03\
epoch:  125 , unfiltered:  1.11e-02 , train loss:  2.58e-03 , consistency:  1.000000e+00 , epoch_time =  0.5941178798675537 , test loss:  5.94e-03 , validation loss:  6.69e-03\
epoch:  126 , unfiltered:  1.11e-02 , train loss:  2.55e-03 , consistency:  1.000003e+00 , epoch_time =  0.6001131534576416 , test loss:  5.94e-03 , validation loss:  6.69e-03\
epoch:  127 , unfiltered:  1.11e-02 , train loss:  2.55e-03 , consistency:  1.000000e+00 , epoch_time =  0.6230306625366211 , test loss:  6.17e-03 , validation loss:  6.87e-03\
epoch:  128 , unfiltered:  1.11e-02 , train loss:  2.52e-03 , consistency:  9.999881e-01 , epoch_time =  1.2767016887664795 , test loss:  6.03e-03 , validation loss:  6.78e-03\
epoch:  129 , unfiltered:  1.11e-02 , train loss:  2.49e-03 , consistency:  9.999976e-01 , epoch_time =  0.6501128673553467 , test loss:  5.91e-03 , validation loss:  6.74e-03\
epoch:  130 , unfiltered:  1.11e-02 , train loss:  2.49e-03 , consistency:  1.000010e+00 , epoch_time =  0.633575439453125 , test loss:  6.06e-03 , validation loss:  6.75e-03\
epoch:  131 , unfiltered:  1.11e-02 , train loss:  2.48e-03 , consistency:  1.000003e+00 , epoch_time =  0.7031552791595459 , test loss:  6.88e-03 , validation loss:  7.37e-03\
epoch:  132 , unfiltered:  1.11e-02 , train loss:  2.55e-03 , consistency:  1.000003e+00 , epoch_time =  0.8520190715789795 , test loss:  5.58e-03 , validation loss:  6.50e-03  ***\
epoch:  133 , unfiltered:  1.11e-02 , train loss:  2.54e-03 , consistency:  9.999899e-01 , epoch_time =  0.7203254699707031 , test loss:  6.21e-03 , validation loss:  6.89e-03\
epoch:  134 , unfiltered:  1.11e-02 , train loss:  2.56e-03 , consistency:  1.000003e+00 , epoch_time =  0.8552572727203369 , test loss:  7.19e-03 , validation loss:  7.53e-03\
epoch:  135 , unfiltered:  1.11e-02 , train loss:  2.61e-03 , consistency:  9.999904e-01 , epoch_time =  0.8847787380218506 , test loss:  5.46e-03 , validation loss:  6.48e-03  ***\
epoch:  136 , unfiltered:  1.11e-02 , train loss:  2.61e-03 , consistency:  9.999875e-01 , epoch_time =  0.614753007888794 , test loss:  6.10e-03 , validation loss:  6.97e-03\
epoch:  137 , unfiltered:  1.11e-02 , train loss:  2.57e-03 , consistency:  1.000010e+00 , epoch_time =  0.6055753231048584 , test loss:  5.98e-03 , validation loss:  6.78e-03\
epoch:  138 , unfiltered:  1.11e-02 , train loss:  2.51e-03 , consistency:  1.000010e+00 , epoch_time =  0.6173038482666016 , test loss:  5.99e-03 , validation loss:  6.82e-03\
epoch:  139 , unfiltered:  1.11e-02 , train loss:  2.49e-03 , consistency:  9.999624e-01 , epoch_time =  0.6244668960571289 , test loss:  5.86e-03 , validation loss:  6.71e-03\
epoch:  140 , unfiltered:  1.11e-02 , train loss:  2.52e-03 , consistency:  9.999968e-01 , epoch_time =  0.7493205070495605 , test loss:  5.76e-03 , validation loss:  6.60e-03\
epoch:  141 , unfiltered:  1.11e-02 , train loss:  2.50e-03 , consistency:  9.999877e-01 , epoch_time =  0.8455612659454346 , test loss:  6.53e-03 , validation loss:  7.05e-03\
epoch:  142 , unfiltered:  1.11e-02 , train loss:  2.58e-03 , consistency:  1.000002e+00 , epoch_time =  0.7661030292510986 , test loss:  6.51e-03 , validation loss:  7.11e-03\
epoch:  143 , unfiltered:  1.11e-02 , train loss:  2.48e-03 , consistency:  1.000003e+00 , epoch_time =  1.316692590713501 , test loss:  6.07e-03 , validation loss:  6.58e-03\
epoch:  144 , unfiltered:  1.11e-02 , train loss:  2.46e-03 , consistency:  1.000010e+00 , epoch_time =  0.6458015441894531 , test loss:  6.18e-03 , validation loss:  7.01e-03\
epoch:  145 , unfiltered:  1.11e-02 , train loss:  2.43e-03 , consistency:  1.000000e+00 , epoch_time =  0.6230874061584473 , test loss:  5.90e-03 , validation loss:  6.61e-03\
